doi,n.scopus,n.wos,n.unmerged
"10.1109/access.2021.3069337",1,1,1
"10.1002/sej.1271",1,1,1
"10.1016/j.neucom.2020.03.115",1,1,1
"10.1016/j.techsoc.2021.101756",1,1,1
"10.1109/tnse.2022.3233899",1,1,1
"10.1007/s10614-008-9127-5",1,1,1
"10.1007/978-3-319-01952-9_8",2,0,0
"10.3934/mbe.2021263",1,1,1
"10.1016/j.pocean.2020.102341",1,1,1
"10.1177/1756284820953364",1,1,1
"10.1007/s11538-010-9582-8",1,1,1
"10.3354/aei00093",1,1,1
"10.1093/icesjms/fsm171",1,1,1
"10.1109/tits.2017.2685143",1,1,1
"10.1109/robio.2009.5420763",1,1,1
"10.1080/00207721.2014.998743",1,1,1
"10.1002/mma.8532",1,1,1
"10.1007/s10846-013-9998-0",1,1,1
"10.1016/j.apenergy.2022.119351",1,1,1
"10.1007/978-3-319-74002-7_6",1,1,1
"10.1007/s12064-008-0031-2",1,1,1
"10.1016/j.simpat.2018.09.007",1,1,1
"10.1111/eva.13331",1,1,1
"10.1016/j.enpol.2017.09.037",1,1,1
"10.1080/00207179.2013.792006",1,1,1
"10.1007/s10846-008-9285-7",1,1,1
"10.2196/18917",1,1,1
"10.1177/0739456x18776062",1,1,1
"10.1002/sim.6193",1,1,1
"10.1007/s11252-020-01074-3",1,1,1
"10.1109/codas.2001.945156",1,1,1
"10.1007/978-3-319-40159-1_1",1,1,1
"10.1093/icesjms/fsy039",1,1,1
"10.1016/j.ecolmodel.2010.11.029",1,1,1
"10.1016/j.jedc.2010.11.001",1,1,1
"10.1142/s0218213008004230",1,1,1
"10.1016/j.jclepro.2019.118778",1,1,1
"10.1016/j.ifacol.2016.10.414",1,1,1
"10.3354/meps185113",1,1,1
"10.1177/0001839215609083",1,1,1
"10.1016/j.jpdc.2010.06.005",1,1,1
"10.1007/s10614-012-9352-9",1,1,1
"10.1016/j.landusepol.2013.10.025",1,1,1
"10.1016/j.ecolmodel.2015.02.018",1,1,1
"10.1016/j.ecolmodel.2017.05.017",1,1,1
"10.1006/jtbi.2002.2526",1,1,1
"10.3390/ijerph17249442",1,1,1
"10.2307/3802565",1,1,1
"10.1016/j.trb.2018.06.002",1,1,1
"10.1016/j.enbuild.2017.08.052",1,1,1
"10.1186/1471-2148-9-159",1,1,1
"10.1007/s00198-021-06010-5",1,1,1
"10.1111/cgf.12328",1,1,1
"10.1016/j.jval.2020.05.016",1,1,1
"10.1016/0378-4754(85)90027-8",1,1,1
"10.1034/j.1600-0706.2000.880322.x",1,1,1
"10.2196/24192",1,1,1
"10.1186/s12918-017-0443-z",1,1,1
"10.1109/lra.2021.3118091",1,1,1
"10.1080/00207179.2014.971432",1,1,1
"10.1016/j.ecolmodel.2015.11.022",1,1,1
"10.1007/s11721-018-0160-2",1,1,1
"10.1111/eff.12337",1,1,1
"10.1111/j.0824-7935.2004.00255.x",1,1,1
"10.3354/aei00397",1,1,1
"10.1016/s0304-3800(98)00139-2",1,1,1
"10.1007/s12080-020-00480-9",1,1,1
"10.18267/j.pep.766",1,1,1
"10.1155/2020/6946370",1,1,1
"10.1049/iet-cta.2013.0869",1,1,1
"10.1109/access.2023.3296741",2,0,0
"10.1109/lcsys.2022.3186900",1,1,1
"10.1139/cjce-2015-0023",1,1,1
"10.1007/978-3-030-19311-9_8",1,1,1
"10.1080/13658816.2011.626780",1,1,1
"10.1109/tro.2008.2002313",1,1,1
"10.1177/0969141316670422",1,1,1
"10.1109/tac.2007.895860",1,1,1
"10.18564/jasss.2186",1,1,1
"10.1016/j.ifacsc.2017.05.001",1,1,1
"10.1080/08839510701409052",1,1,1
"10.1162/artl_a_00351",1,1,1
"10.1007/s00354-016-0306-y",1,1,1
"10.1007/s10588-013-9164-z",1,1,1
"10.1016/j.ecolmodel.2014.10.031",1,1,1
"10.3934/dcdsb.2014.19.5i",1,1,1
"10.3390/sym12111804",1,1,1
"10.1080/13658816.2020.1718153",1,1,1
"10.1007/s11111-015-0234-7",1,1,1
"10.1016/j.cnsns.2013.11.010",1,1,1
"10.1061/(asce)te.1943-5436.0000718",1,1,1
"10.1086/688666",1,1,1
"10.7326/m21-2239",1,1,1
"10.1016/j.ssci.2019.09.026",1,1,1
"10.1016/j.comnet.2022.108987",1,1,1
"10.1016/j.fishres.2003.09.007",1,1,1
"10.46604/ijeti.2021.6825",1,1,1
"10.1007/s11227-022-04609-x",1,1,1
"10.1016/j.cie.2022.108406",1,1,1
"10.1016/j.ecolmodel.2018.09.003",1,1,1
"10.1002/ecs2.4265",1,1,1
"10.1080/15325008.2018.1527869",1,1,1
"10.1016/j.ejor.2017.05.028",1,1,1
"10.1371/journal.pone.0262462",1,1,1
"10.1109/eurosim.2013.95",1,1,1
"10.1007/978-3-642-19875-5_39",1,1,1
"10.5755/j01.itc.44.1.8768",1,1,1
"10.1016/j.arcontrol.2015.03.001",1,1,1
"10.1061/(asce)cp.1943-5487.0000680",1,1,1
"10.1016/j.enpol.2010.02.055",1,1,1
"10.3311/ppci.7926",1,1,1
"10.1080/03081060.2010.512219",1,1,1
"10.1016/j.ecolmodel.2004.04.030",1,1,1
"10.1007/s10845-011-0606-5",1,1,1
"10.1109/compsac.2016.63",1,1,1
"10.4018/jicte.2008010102",1,1,1
"10.1186/s12916-021-02155-6",1,1,1
"10.1016/j.isatra.2023.03.030",1,1,1
"10.1111/j.1475-4932.2012.00845.x",1,1,1
"10.1111/1365-2656.12490",1,1,1
"10.1093/comnet/cnw026",1,1,1
"10.1016/j.pocean.2013.02.001",1,1,1
"10.1155/2022/3937475",1,1,1
"10.1109/lcsys.2022.3182640",1,1,1
"10.3389/frobt.2019.00130",1,1,1
"10.1080/00207721.2018.1543733",1,1,1
"10.1093/icesjms/fss108",1,1,1
"10.1086/691436",1,1,1
"10.1016/j.procs.2016.05.331",1,1,1
"10.1016/j.automatica.2021.110088",1,1,1
"10.1007/s11657-022-01170-1",1,1,1
"10.1186/s12915-014-0052-x",1,1,1
"10.1007/s11229-019-02202-z",1,1,1
"10.3130/jaabe.8.81",1,1,1
"10.1016/j.cma.2018.03.036",1,1,1
"10.1007/978-3-319-49700-6_60",1,1,1
"10.1016/j.biosystems.2010.02.010",1,1,1
"10.1016/j.neucom.2015.04.111",1,1,1
"10.1515/ijfe-2018-0139",1,1,1
"10.1007/0-387-32015-6_3",1,1,1
"10.1016/j.neucom.2021.08.139",1,1,1
"10.1002/ecj.11684",1,1,1
"10.18564/jasss.3933",1,1,1
"10.1016/j.beproc.2019.103893",1,1,1
"10.1108/ijicc-02-2017-0013",1,1,1
"10.1007/s00442-022-05171-2",1,1,1
"10.1016/j.ecolmodel.2017.07.012",1,1,1
"10.1016/j.ast.2022.108091",1,1,1
"10.1007/s11403-007-0027-x",1,1,1
"10.3233/mgs-2007-3206",1,1,1
"10.1049/rpg2.12466",1,1,1
"10.1016/j.econmod.2023.106381",1,1,1
"10.3390/app10020726",1,1,1
"10.3390/s21144835",1,1,1
"10.1080/00207179.2011.602834",1,1,1
"10.1109/jiot.2021.3075901",1,1,1
"10.1016/j.cgh.2017.07.011",1,1,1
"10.1109/tia.2019.2904566",1,1,1
"10.3390/su13094936",1,1,1
"10.1080/0020754042000197694",1,1,1
"10.1109/tii.2019.2933227",1,1,1
"10.1016/j.ecolmodel.2016.06.017",1,1,1
"10.1007/s11187-019-00269-z",1,1,1
"10.3390/en8077381",1,1,1
"10.1016/j.healthplace.2011.01.001",1,1,1
"10.1142/s0218126621300051",1,1,1
"10.3233/fi-2011-378",1,1,1
"10.1109/access.2020.2967061",1,1,1
"10.1109/dexa.2008.57",1,1,1
"10.1007/s10846-018-0824-6",1,1,1
"10.1109/tcns.2019.2893665",1,1,1
"10.1155/2013/250586",1,1,1
"10.3390/app11188368",1,1,1
"10.1016/j.enpol.2011.04.007",1,1,1
"10.1177/0037549711406912",1,1,1
"10.1007/s10614-015-9557-9",1,1,1
"10.1111/1365-2656.12369",1,1,1
"10.1080/23302674.2021.1958949",1,1,1
"10.3390/en8087930",1,1,1
"10.1145/3194658.3194684",1,1,1
"10.1016/j.eswa.2023.120567",1,1,1
"10.1007/s10015-019-00574-6",1,1,1
"10.1109/bwcca.2012.118",1,1,1
"10.1016/j.ress.2012.07.002",1,1,1
"10.18564/jasss.4612",1,1,1
"10.1136/bmj.m3588",1,1,1
"10.1007/s10109-007-0052-2",1,1,1
"10.1016/j.prevetmed.2012.09.012",1,1,1
"10.3233/kes-2010-0203",1,1,1
"10.1007/s13218-013-0258-z",1,1,1
"10.1109/iccit.2008.243",1,1,1
"10.1002/etc.4391",1,1,1
"10.1080/13658816.2016.1243243",1,1,1
"10.1109/entnet.2001.981989",1,1,1
"10.1016/j.epsr.2021.107270",1,1,1
"10.1073/pnas.022618299",1,1,1
"10.1016/j.indmarman.2008.09.004",1,1,1
"10.1111/j.1461-0248.2011.01696.x",1,1,1
"10.1109/tcyb.2021.3125503",1,1,1
"10.1016/j.eururo.2017.11.037",1,1,1
"10.1016/s0166-445x(00)00117-x",1,1,1
"10.1007/978-3-319-57105-8_3",1,1,1
"10.1109/tcsi.2023.3255559",1,1,1
"10.1007/s00170-010-3148-7",1,1,1
"10.1016/j.artint.2012.03.007",1,1,1
"10.1002/sys.21433",1,1,1
"10.1016/j.apenergy.2021.117908",1,1,1
"10.1680/tran.9.00029",1,1,1
"10.1177/0272989x221097386",1,1,1
"10.1016/j.jmarsys.2008.02.002",1,1,1
"10.1109/tcyb.2022.3163623",1,1,1
"10.1038/srep01888",1,1,1
"10.1109/tac.2017.2692527",1,1,1
"10.1016/j.dss.2007.11.005",1,1,1
"10.1002/hec.4258",1,1,1
"10.1166/asl.2015.6286",1,1,1
"10.1016/j.proeng.2013.09.223",1,1,1
"10.1177/2047487319898021",1,1,1
"10.1080/00207721.2013.871367",1,1,1
"10.1016/s0925-5273(00)00082-7",1,1,1
"10.1111/oik.07567",1,1,1
"10.1080/09638199.2015.1069884",1,1,1
"10.1007/s10745-021-00273-6",1,1,1
"10.1109/tcyb.2022.3225361",2,0,0
"10.1371/journal.pone.0289690",1,1,1
"10.1016/j.envsoft.2012.12.012",1,1,1
"10.1016/j.ins.2018.01.040",1,1,1
"10.1023/a:1006746727151",1,1,1
"10.1007/978-3-319-61572-1_13",1,1,1
"10.1108/02644401111131876",1,1,1
"10.1007/s10336-021-01863-3",1,1,1
"10.1007/s11235-011-9658-2",1,1,1
"10.3354/meps13079",1,1,1
"10.1016/j.jtbi.2004.06.031",1,1,1
"10.1080/18756891.2013.761774",1,1,1
"10.1111/j.1530-0277.2001.tb02386.x",1,1,1
"10.1214/18-ejp194",1,1,1
"10.1080/23311916.2018.1466382",1,1,1
"10.1088/2632-072x/acd21b",1,1,1
"10.1016/j.compenvurbsys.2017.01.007",1,1,1
"10.1080/00207179.2017.1293847",1,1,1
"10.1007/s40273-022-01236-5",1,1,1
"10.1016/j.ergon.2008.08.008",1,1,1
"10.1109/access.2013.2280086",1,1,1
"10.1007/s10441-019-09360-0",1,1,1
"10.1023/a:1010033827337",1,1,1
"10.1159/000443635",1,1,1
"10.1007/s11403-012-0102-9",1,1,1
"10.1016/j.sysconle.2013.09.009",1,1,1
"10.3390/sym10020048",1,1,1
"10.1109/iciinfs.2009.5429831",1,1,1
"10.1073/pnas.1812829116",1,1,1
"10.1007/978-3-319-09492-2_9",1,1,1
"10.3390/app11052319",1,1,1
"10.1061/(asce)co.1943-7862.0001826",1,1,1
"10.1016/j.envsoft.2015.04.014",1,1,1
"10.1111/dme.13349",1,1,1
"10.1080/03081060.2015.1026102",1,1,1
"10.18564/jasss.2819",1,1,1
"10.1002/int.20079",1,1,1
"10.1017/s0031182013000310",1,1,1
"10.1007/978-3-319-65340-2_5",1,1,1
"10.1007/s13278-014-0185-5",1,1,1
"10.1016/j.apergo.2015.03.019",1,1,1
"10.3390/electronics11071071",1,1,1
"10.1016/j.simpat.2008.06.010",1,1,1
"10.1016/s0303-2647(01)00129-0",1,1,1
"10.1080/21642583.2020.1808109",1,1,1
"10.1007/s40314-022-01868-5",1,1,1
"10.1109/tcss.2018.2859189",1,1,1
"10.1080/13608746.2014.947700",1,1,1
"10.1080/13696998.2022.2088965",1,1,1
"10.1016/j.anbehav.2007.09.013",1,1,1
"10.1111/j.1465-7295.2009.00262.x",1,1,1
"10.1016/j.jebo.2011.02.012",1,1,1
"10.1049/iet-cta.2016.0814",1,1,1
"10.1080/17477778.2020.1813641",1,1,1
"10.1007/s12555-012-0507-1",1,1,1
"10.1016/j.ecolmodel.2006.12.032",1,1,1
"10.3141/1921-14",1,1,1
"10.1080/17477778.2022.2043792",1,1,1
"10.1016/j.matcom.2022.03.019",1,1,1
"10.1007/s00285-017-1143-4",1,1,1
"10.1016/j.tra.2005.05.003",1,1,1
"10.1007/s11071-023-08496-6",1,1,1
"10.23919/jsee.2022.000150",1,1,1
"10.1108/imds-03-2014-0074",1,1,1
"10.1007/s11629-016-3984-5",1,1,1
"10.1103/physreve.58.133",1,1,1
"10.1016/j.envdev.2014.07.003",1,1,1
"10.1007/s10100-015-0388-5",1,1,1
"10.1016/j.envsoft.2010.01.012",1,1,1
"10.1016/j.drugpo.2020.103032",1,1,1
"10.1007/s00477-012-0680-z",1,1,1
"10.3934/mbe.2013.10.1265",1,1,1
"10.1016/j.jocs.2015.04.019",1,1,1
"10.1016/j.enpol.2015.02.032",1,1,1
"10.1016/j.ecolmodel.2017.02.013",1,1,1
"10.1111/eip.12770",1,1,1
"10.1016/j.eswa.2013.01.048",1,1,1
"10.1080/1747423x.2019.1687769",1,1,1
"10.1111/ele.12467",1,1,1
"10.1007/s10569-018-9873-1",1,1,1
"10.1186/s12976-020-00123-w",1,1,1
"10.1155/2021/4486149",1,1,1
"10.1016/j.ress.2007.06.007",1,1,1
"10.1109/mwc.2012.6231155",1,1,1
"10.1109/eiconrus.2019.8657080",1,1,1
"10.1016/j.ecocom.2018.08.009",1,1,1
"10.1016/j.physa.2004.04.109",1,1,1
"10.1016/j.jtbi.2016.11.013",1,1,1
"10.1007/s00285-019-01391-y",1,1,1
"10.1016/j.jairtraman.2021.102061",1,1,1
"10.1002/asjc.1172",1,1,1
"10.3354/meps11757",1,1,1
"10.1016/j.ifacol.2020.11.060",1,1,1
"10.1016/j.trc.2014.05.016",1,1,1
"10.1139/cjfas-2014-0406",1,1,1
"10.1080/1120009x.2019.1665874",1,1,1
"10.3233/jifs-190962",1,1,1
"10.1142/s0218194010004785",1,1,1
"10.1007/978-3-319-27343-3_10",1,1,1
"10.3390/ijerph182010834",1,1,1
"10.1155/2022/9815847",1,1,1
"10.3934/mbe.2022257",1,1,1
"10.1016/j.neucom.2017.01.087",1,1,1
"10.1001/jamaophthalmol.2023.1463",1,1,1
"10.1002/ajcp.12132",1,1,1
"10.1016/j.aap.2020.105771",1,1,1
"10.1016/j.ecolmodel.2017.08.025",1,1,1
"10.1109/tits.2022.3191290",1,1,1
"10.1155/2019/3297410",1,1,1
"10.1108/ijius-12-2018-0036",1,1,1
"10.3390/math10214111",1,1,1
"10.1057/jos.2013.26",1,1,1
"10.1038/s41366-019-0426-9",1,1,1
"10.1016/j.jedc.2022.104510",1,1,1
"10.1016/j.agsy.2020.102981",1,1,1
"10.1016/j.patrec.2007.06.021",1,1,1
"10.1162/106454602753694747",1,1,1
"10.18564/jasss.2528",1,1,1
"10.1377/hlthaff.2015.0095",1,1,1
"10.1139/z04-131",1,1,1
"10.1109/tii.2016.2612645",1,1,1
"10.1155/2017/4063184",1,1,1
"10.1016/j.ufug.2018.07.007",1,1,1
"10.1016/j.ijheatmasstransfer.2018.05.156",1,1,1
"10.1007/978-981-10-2663-8_18",1,1,1
"10.1109/saso.2018.00021",1,1,1
"10.1111/1365-2656.12658",1,1,1
"10.1108/k-11-2017-0415",1,1,1
"10.1016/j.jebo.2006.12.007",1,1,1
"10.2307/1941756",1,1,1
"10.1016/j.marpolbul.2023.114979",1,1,1
"10.1086/340611",1,1,1
"10.1016/j.automatica.2020.109084",1,1,1
"10.1016/j.ecolmodel.2005.12.001",1,1,1
"10.1158/0008-5472.can-14-2103",1,1,1
"10.1017/s1474747209990163",1,1,1
"10.1007/978-981-99-0479-2_18",1,1,1
"10.3390/s18072206",1,1,1
"10.1016/j.energy.2019.03.047",1,1,1
"10.1051/mmnp/20150611",1,1,1
"10.1016/j.entcs.2013.02.003",1,1,1
"10.1177/0272989x211009161",1,1,1
"10.3390/en13051152",1,1,1
"10.1080/00207721.2015.1100347",1,1,1
"10.7305/automatika.2016.03.1037",1,1,1
"10.1016/j.socnet.2018.05.002",1,1,1
"10.1155/2013/464703",1,1,1
"10.1007/s00334-019-00768-9",1,1,1
"10.1007/s12110-016-9275-6",1,1,1
"10.1177/0956797615602860",1,1,1
"10.1016/j.isatra.2022.04.018",1,1,1
"10.7148/2013-0124",1,1,1
"10.1142/s0219525914500040",1,1,1
"10.1016/j.enbuild.2011.12.026",1,1,1
"10.1080/13873954.2013.777748",1,1,1
"10.1109/isda.2005.31",1,1,1
"10.1890/04-1473",1,1,1
"10.1007/978-3-319-24141-8_20",1,1,1
"10.18564/jasss.4998",1,1,1
"10.3390/systems11040177",1,1,1
"10.1016/j.jhealeco.2008.06.006",1,1,1
"10.1111/j.1365-2419.2008.00482.x",1,1,1
"10.1016/j.ifacol.2021.08.059",1,1,1
"10.3233/ifs-2012-0517",1,1,1
"10.1007/s40815-023-01531-z",1,1,1
"10.1073/pnas.2020431118",1,1,1
"10.3390/drones5040124",1,1,1
"10.1111/j.1365-294x.2004.02326.x",1,1,1
"10.1177/0894439311417153",1,1,1
"10.1186/s12976-017-0072-7",1,1,1
"10.1016/j.amc.2021.126480",1,1,1
"10.1016/j.autcon.2019.103062",1,1,1
"10.1007/s12205-018-0132-5",1,1,1
"10.1007/s12061-017-9233-7",1,1,1
"10.1007/s11831-021-09628-0",1,1,1
"10.1155/2019/8436505",1,1,1
"10.1080/08958370600748430",1,1,1
"10.1007/s00285-018-1298-7",1,1,1
"10.1016/j.atmosenv.2017.06.046",1,1,1
"10.1016/j.eswa.2012.01.119",1,1,1
"10.1016/j.envsoft.2013.02.011",1,1,1
"10.1016/s1146-609x(02)01151-7",1,1,1
"10.1049/iet-its.2019.0677",1,1,1
"10.1007/s00191-021-00732-9",1,1,1
"10.1080/03036758.2022.2117830",1,1,1
"10.1007/s10588-017-9249-1",1,1,1
"10.3390/su142315840",1,1,1
"10.3390/machines11050524",1,1,1
"10.1007/978-981-19-4546-5_19",1,1,1
"10.1016/j.ins.2014.06.021",1,1,1
"10.1163/22105832-bja10010",1,1,1
"10.1038/s42256-021-00341-y",1,1,1
"10.1177/1548512917702832",1,1,1
"10.1080/1747423x.2011.558599",1,1,1
"10.1016/j.epsr.2014.06.001",1,1,1
"10.1016/j.trf.2012.01.004",1,1,1
"10.1007/s40313-021-00809-7",1,1,1
"10.1016/j.amepre.2022.10.011",1,1,1
"10.1016/j.ifacol.2022.10.037",1,1,1
"10.1007/978-3-319-67077-5_37",1,1,1
"10.1016/j.advwatres.2022.104311",1,1,1
"10.1109/tsmcb.2003.817077",1,1,1
"10.1080/00207540600871277",1,1,1
"10.1080/13873954.2010.481809",1,1,1
"10.3233/fi-2015-1218",1,1,1
"10.1016/j.ajsl.2021.01.002",1,1,1
"10.1109/jcai.2009.200",1,1,1
"10.1016/j.trc.2013.09.002",1,1,1
"10.1109/access.2022.3172285",1,1,1
"10.1002/sdr.1599",1,1,1
"10.1198/jasa.2009.ap07466",1,1,1
"10.1007/s10113-016-1093-1",1,1,1
"10.1109/tii.2016.2591918",1,1,1
"10.1007/s00265-012-1342-3",1,1,1
"10.1016/j.jtbi.2019.01.041",1,1,1
"10.1016/j.neucom.2014.11.069",1,1,1
"10.1016/j.jocs.2016.12.011",1,1,1
"10.1145/3393691.3394197",2,0,0
"10.1650/condor-17-126.1",1,1,1
"10.1558/jcsr.38669",1,1,1
"10.1007/s10549-020-05706-2",1,1,1
"10.1016/j.ifacol.2022.07.252",1,1,1
"10.1080/09537287.2013.798086",1,1,1
"10.1093/logcom/exv009",1,1,1
"10.1016/b978-1-85617-655-2.00002-x",2,0,0
"10.1002/eej.10227",1,1,1
"10.1016/j.respol.2019.103884",1,1,1
"10.1023/a:1011936121454",1,1,1
"10.1016/j.cie.2020.106679",1,1,1
"10.1057/jos.2012.25",1,1,1
"10.1023/a:1008869126852",1,1,1
"10.3846/transport.2020.13784",1,1,1
"10.1016/j.cam.2019.112572",1,1,1
"10.1109/jiot.2019.2950730",1,1,1
"10.1016/j.dss.2015.01.006",1,1,1
"10.1016/j.tele.2021.101656",1,1,1
"10.18564/jasss.2727",1,1,1
"10.1177/1059712317693889",1,1,1
"10.1007/s10472-022-09804-3",2,0,0
"10.1080/17477778.2022.2043791",1,1,1
"10.1007/978-3-319-39086-4_8",1,1,1
"10.1016/j.eswa.2019.03.056",1,1,1
"10.1109/tcsii.2022.3151708",1,1,1
"10.1016/j.applthermaleng.2016.03.177",1,1,1
"10.1049/iet-cta.2008.0479",1,1,1
"10.1142/s0129183198000108",1,1,1
"10.1007/978-3-319-40159-1_26",1,1,1
"10.1016/j.ecolmodel.2013.09.008",1,1,1
"10.1016/j.enpol.2016.11.041",1,1,1
"10.1109/tac.2014.2301576",1,1,1
"10.1016/j.jbusres.2020.01.067",1,1,1
"10.1007/s11403-017-0191-6",1,1,1
"10.1016/j.simpat.2019.101980",1,1,1
"10.1007/s10654-022-00878-1",1,1,1
"10.1007/s00265-005-0917-7",1,1,1
"10.3141/2553-03",1,1,1
"10.1109/ictai.2012.51",1,1,1
"10.1177/0272989x20961095",1,1,1
"10.1016/j.habitatint.2022.102647",1,1,1
"10.1086/285547",1,1,1
"10.1109/asc-icsc.2008.4675493",1,1,1
"10.1109/access.2017.2669438",1,1,1
"10.3389/fclim.2021.738286",1,1,1
"10.1177/0361198118786644",1,1,1
"10.1007/978-3-030-22885-9_15",1,1,1
"10.1038/s41598-018-30647-8",1,1,1
"10.1016/j.jenvman.2006.11.006",1,1,1
"10.1002/mcf2.10028",1,1,1
"10.1007/978-3-319-39324-7_11",1,1,1
"10.1109/tro.2022.3152691",1,1,1
"10.1016/j.jclepro.2019.02.128",1,1,1
"10.1007/s10015-019-00558-6",1,1,1
"10.1016/j.erss.2019.01.013",1,1,1
"10.1109/tits.2018.2849824",1,1,1
"10.1016/j.epidem.2022.100591",1,1,1
"10.1016/j.autcon.2011.05.006",1,1,1
"10.1016/j.amc.2013.01.034",1,1,1
"10.1080/00405000.2021.1880088",1,1,1
"10.1139/cjce-2018-0601",1,1,1
"10.1016/j.vaccine.2018.12.012",1,1,1
"10.1007/978-3-319-47253-9_20",1,1,1
"10.1038/s41598-020-61445-w",1,1,1
"10.1001/jamanetworkopen.2023.7888",1,1,1
"10.1136/bmjopen-2022-061340",1,1,1
"10.1109/tcsii.2022.3196042",1,1,1
"10.1016/j.lungcan.2019.11.024",1,1,1
"10.1007/s13748-012-0015-9",1,1,1
"10.1007/s11771-003-0022-x",1,1,1
"10.1016/j.fcr.2021.108166",1,1,1
"10.3389/fmars.2022.959366",1,1,1
"10.1139/z09-104",1,1,1
"10.1016/j.jval.2017.12.021",1,1,1
"10.1371/journal.pcbi.1005713",1,1,1
"10.1016/j.apenergy.2016.10.070",1,1,1
"10.3390/su12239795",1,1,1
"10.1126/science.abm6791",1,1,1
"10.21660/2019.55.4766",1,1,1
"10.1108/ijm-03-2015-0053",1,1,1
"10.1186/s12916-022-02631-7",1,1,1
"10.1109/services-1.2008.49",1,1,1
"10.4204/eptcs.369.5",1,1,1
"10.1080/00207721.2015.1135360",1,1,1
"10.1370/afm.2022",1,1,1
"10.1115/1.4024172",1,1,1
"10.1016/j.epsr.2022.108407",1,1,1
"10.1007/s10526-004-1114-8",1,1,1
"10.1016/j.physa.2013.05.043",1,1,1
"10.1097/qad.0b013e3283466fab",1,1,1
"10.1016/j.socscimed.2009.07.037",1,1,1
"10.1177/09589287221088174",1,1,1
"10.7166/27-3-1649",1,1,1
"10.1016/j.worlddev.2023.106253",1,1,1
"10.1177/03611981221112943",1,1,1
"10.1111/1475-6773.12027",1,1,1
"10.1145/3503823.3503905",1,1,1
"10.1016/j.chb.2014.12.030",1,1,1
"10.1002/etc.4093",1,1,1
"10.1007/s11538-008-9373-7",1,1,1
"10.1109/te.2008.925764",1,1,1
"10.1007/s10750-008-9345-9",1,1,1
"10.1098/rsif.2021.0903",1,1,1
"10.1007/978-3-319-91587-6_5",1,1,1
"10.1016/j.procs.2019.04.045",1,1,1
"10.1016/j.sysconle.2022.105134",1,1,1
"10.3354/meps11163",1,1,1
"10.1111/j.1365-2419.2007.00425.x",1,1,1
"10.1371/journal.pone.0115631",1,1,1
"10.1016/j.socscimed.2010.10.018",1,1,1
"10.1109/access.2023.3297136",2,0,0
"10.1177/0037549719846366",1,1,1
"10.1016/s0167-9473(02)00214-1",1,1,1
"10.1109/tsmca.2012.2227252",1,1,1
"10.4018/ijiit.2014100101",1,1,1
"10.1016/j.cogsys.2018.07.019",1,1,1
"10.1093/ietisy/e91-d.6.1604",1,1,1
"10.1016/j.jth.2018.12.001",1,1,1
"10.1109/sasow.2013.9",1,1,1
"10.1111/oik.03356",1,1,1
"10.1006/jtbi.2000.1078",1,1,1
"10.1109/tac.2018.2872197",1,1,1
"10.1109/tnnls.2023.3262799",1,1,1
"10.1016/j.cor.2009.02.028",1,1,1
"10.1007/s12652-016-0378-z",1,1,1
"10.1007/s11538-020-00730-1",1,1,1
"10.18564/jasss.3122",1,1,1
"10.2507/ijsimm18(3)474",1,1,1
"10.1016/j.neucom.2017.05.073",1,1,1
"10.3390/biomimetics8020222",1,1,1
"10.1007/s11071-021-06566-1",1,1,1
"10.1002/cncr.29561",1,1,1
"10.1080/00207179.2011.654264",1,1,1
"10.1109/jsen.2010.2068044",1,1,1
"10.1179/1942787514y.0000000051",1,1,1
"10.1016/j.buildenv.2014.11.037",1,1,1
"10.1016/j.ecolecon.2020.106875",1,1,1
"10.1068/a34251",1,1,1
"10.11130/jei.2016.31.2.353",1,1,1
"10.1109/tac.2013.2294618",1,1,1
"10.1007/s11192-016-2105-0",1,1,1
"10.1103/physreve.92.052708",1,1,1
"10.7148/2012-0064-0070",1,1,1
"10.5890/jeam.2018.09.005",1,1,1
"10.1061/(asce)co.1943-7862.0000286",1,1,1
"10.1016/j.biosystems.2021.104582",1,1,1
"10.3389/fphys.2021.808999",1,1,1
"10.1080/13658816.2019.1639185",1,1,1
"10.1177/1476127021993792",1,1,1
"10.1016/j.cie.2009.09.003",1,1,1
"10.1002/cnr2.1344",1,1,1
"10.1038/sj.bjc.6605071",1,1,1
"10.1186/1810-522x-52-32",1,1,1
"10.1371/journal.pone.0032566",1,1,1
"10.3390/w12041190",1,1,1
"10.1007/978-3-319-30298-0_49",1,1,1
"10.1016/j.bone.2010.03.009",1,1,1
"10.1016/j.compind.2014.12.003",1,1,1
"10.1016/j.jocs.2015.02.002",1,1,1
"10.1371/journal.pone.0152756",1,1,1
"10.1155/2015/908315",1,1,1
"10.1016/j.ecolmodel.2012.11.011",1,1,1
"10.1016/j.jtbi.2022.111370",1,1,1
"10.1093/cid/ciac340",1,1,1
"10.1049/iet-cta.2018.6107",1,1,1
"10.1016/j.eswa.2008.12.048",1,1,1
"10.1371/journal.pone.0208451",1,1,1
"10.1007/s00521-019-04072-5",1,1,1
"10.1371/journal.pntd.0009011",1,1,1
"10.4000/cybergeo.26522",1,1,1
"10.1016/j.eswa.2015.08.019",1,1,1
"10.5547/01956574.38.si1.cboh",1,1,1
"10.1109/tcyb.2020.3026001",1,1,1
"10.1191/0309133306pp469ra",1,1,1
"10.5751/es-12451-260240",1,1,1
"10.1016/j.entcs.2014.06.014",1,1,1
